Datos que encuentra el metodo de Euler(variable ind.	 variable dep.	 numero de thread)
0.000000	
0.000000	 0.004000
0.004000	 0.007984
0.008000	 0.011952
0.012000	 0.015905
0.016000	 0.019842
0.020000	 0.023763
0.024000	 0.027670
0.028000	 0.031561
0.032000	 0.035438
0.036000	 0.039301
0.040000	 0.043149
0.044000	 0.046982
0.048000	 0.050802
0.052000	 0.054608
0.056000	 0.058401
0.060000	 0.062180
0.064000	 0.065945
0.068000	 0.069698
0.072000	 0.073438
0.076000	 0.077165
0.080000	 0.080879
0.084000	 0.084581
0.088000	 0.088271
0.092000	 0.091949
0.096000	 0.095615
0.100000	 0.099269
0.104000	 0.102912
0.108000	 0.106544
0.112000	 0.110164
0.116000	 0.113774
0.120000	 0.117373
0.124000	 0.120961
0.128000	 0.124538
0.132000	 0.128106
0.136000	 0.131663
0.140000	 0.135210
0.144000	 0.138748
0.148000	 0.142276
0.152000	 0.145794
0.156000	 0.149304
0.160000	 0.152804
0.164000	 0.156295
0.168000	 0.159777
0.172000	 0.163251
0.176000	 0.166716
0.180000	 0.170174
0.184000	 0.173622
0.188000	 0.177063
0.192000	 0.180496
0.196000	 0.183922
0.200000	 0.187340
0.204000	 0.190751
0.208000	 0.194154
0.212000	 0.197550
0.216000	 0.200940
0.220000	 0.204323
0.224000	 0.207699
0.228000	 0.211069
0.232000	 0.214433
0.236000	 0.217790
0.240000	 0.221142
0.244000	 0.224488
0.248000	 0.227828
0.252000	 0.231163
0.256000	 0.234492
0.260000	 0.237816
0.264000	 0.241135
0.268000	 0.244450
0.272000	 0.247759
0.276000	 0.251064
0.280000	 0.254364
0.284000	 0.257661
0.288000	 0.260953
0.292000	 0.264241
0.296000	 0.267525
0.300000	 0.270805
0.304000	 0.274082
0.308000	 0.277355
0.312000	 0.280625
0.316000	 0.283892
0.320000	 0.287156
0.324000	 0.290417
0.328000	 0.293675
0.332000	 0.296931
0.336000	 0.300184
0.340000	 0.303435
0.344000	 0.306683
0.348000	 0.309930
0.352000	 0.313175
0.356000	 0.316418
0.360000	 0.319659
0.364000	 0.322899
0.368000	 0.326137
0.372000	 0.329374
0.376000	 0.332610
0.380000	 0.335845
0.384000	 0.339080
0.388000	 0.342313
0.392000	 0.345546
0.396000	 0.348778
0.400000	 0.352011
0.404000	 0.355243
0.408000	 0.358474
0.412000	 0.361706
0.416000	 0.364939
0.420000	 0.368171
0.424000	 0.371404
0.428000	 0.374637
0.432000	 0.377872
0.436000	 0.381107
0.440000	 0.384343
0.444000	 0.387580
0.448000	 0.390818
0.452000	 0.394057
0.456000	 0.397298
0.460000	 0.400541
0.464000	 0.403785
0.468000	 0.407031
0.472000	 0.410279
0.476000	 0.413529
0.480000	 0.416781
0.484000	 0.420036
0.488000	 0.423293
0.492000	 0.426552
0.496000	 0.429814
0.500000	 0.433079
0.504000	 0.436347
0.508000	 0.439617
0.512000	 0.442891
0.516000	 0.446168
0.520000	 0.449448
0.524000	 0.452732
0.528000	 0.456020
0.532000	 0.459311
0.536000	 0.462606
0.540000	 0.465904
0.544000	 0.469207
0.548000	 0.472514
0.552000	 0.475825
0.556000	 0.479141
0.560000	 0.482461
0.564000	 0.485785
0.568000	 0.489115
0.572000	 0.492449
0.576000	 0.495787
0.580000	 0.499131
0.584000	 0.502481
0.588000	 0.505835
0.592000	 0.509194
0.596000	 0.512560
0.600000	 0.515930
0.604000	 0.519306
0.608000	 0.522688
0.612000	 0.526076
0.616000	 0.529470
0.620000	 0.532870
0.624000	 0.536276
0.628000	 0.539689
0.632000	 0.543107
0.636000	 0.546533
0.640000	 0.549965
0.644000	 0.553403
0.648000	 0.556848
0.652000	 0.560301
0.656000	 0.563760
0.660000	 0.567226
0.664000	 0.570700
0.668000	 0.574180
0.672000	 0.577669
0.676000	 0.581164
0.680000	 0.584668
0.684000	 0.588179
0.688000	 0.591697
0.692000	 0.595224
0.696000	 0.598758
0.700000	 0.602301
0.704000	 0.605852
0.708000	 0.609411
0.712000	 0.612978
0.716000	 0.616554
0.720000	 0.620139
0.724000	 0.623732
0.728000	 0.627333
0.732000	 0.630944
0.736000	 0.634563
0.740000	 0.638192
0.744000	 0.641830
0.748000	 0.645476
0.752000	 0.649133
0.756000	 0.652798
0.760000	 0.656473
0.764000	 0.660158
0.768000	 0.663852
0.772000	 0.667556
0.776000	 0.671269
0.780000	 0.674993
0.784000	 0.678727
0.788000	 0.682470
0.792000	 0.686224
0.796000	 0.689988
0.800000	 0.693763
0.804000	 0.697548
0.808000	 0.701343
0.812000	 0.705149
0.816000	 0.708966
0.820000	 0.712794
0.824000	 0.716632
0.828000	 0.720481
0.832000	 0.724342
0.836000	 0.728213
0.840000	 0.732096
0.844000	 0.735990
0.848000	 0.739896
0.852000	 0.743812
0.856000	 0.747741
0.860000	 0.751681
0.864000	 0.755632
0.868000	 0.759596
0.872000	 0.763571
0.876000	 0.767558
0.880000	 0.771558
0.884000	 0.775569
0.888000	 0.779593
0.892000	 0.783628
0.896000	 0.787677
0.900000	 0.791737
0.904000	 0.795810
0.908000	 0.799896
0.912000	 0.803994
0.916000	 0.808105
0.920000	 0.812229
0.924000	 0.816366
0.928000	 0.820515
0.932000	 0.824678
0.936000	 0.828854
0.940000	 0.833043
0.944000	 0.837245
0.948000	 0.841460
0.952000	 0.845689
0.956000	 0.849932
0.960000	 0.854188
0.964000	 0.858458
0.968000	 0.862741
0.972000	 0.867038
0.976000	 0.871349
0.980000	 0.875674
0.984000	 0.880013
0.988000	 0.884366
0.992000	 0.888733
0.996000	 0.893114
1.000000	 0.897510
1.004000	 0.901920
1.008000	 0.906344
1.012000	 0.910783
1.016000	 0.915236
1.020000	 0.919705
1.024000	 0.924187
1.028000	 0.928685
1.032000	 0.933197
1.036000	 0.937725
1.040000	 0.942267
1.044000	 0.946824
1.048000	 0.951397
1.052000	 0.955984
1.056000	 0.960587
